id_cliente,nombre,email,ciudad,fecha_registro
926,cliente 926  ,cliente926@mail.com,,N/A
927,  Cliente 927,cliente927@mail.com,  PIURA,N/A
928,  cliente 928  ,cliente928@mail.com,  Trujillo,11-28-2023
929,CLIENTE 929  ,cliente929@mail.com,TACNA,05-09-2024
930,  Cliente 930,cliente930@mail.com,  LIMA,2024-11-02
931,Cliente 931  ,cliente931@mail.com,chiclayo  ,2019-06-16
932,  CLIENTE 932,cliente932@mail.com,  TRUJILLO,2020-04-16
933,cliente 933,cliente932mail.com,  Lima,2020/04/08 12:58:40
934,Cliente 934,cliente934@mail.com,lima,15/10/2023
935,Cliente 935  ,cliente935@mail.com,  IQUITOS  ,01/08/2021
936,  Cliente 936,cliente936@mail.com,  Lima,09-22-2019
937,cliente 937  ,cliente937@mail.com,  Tacna,N/A
938,Cliente 938,cliente938@mail.com,Piura  ,N/A
939,Cliente 939  ,cliente939@mail.com,Tacna  ,N/A
940,  Cliente 940,cliente940@mail.com,Arequipa,N/A
941,CLIENTE 941  ,cliente941@mail.com,  Trujillo,27/02/2024
942,  Cliente 942  ,cliente942@mail.com,,2024/01/27 02:26:21
943,Cliente 943  ,cliente943@mail.com,  iquitos  ,N/A
944,CLIENTE 944,cliente944@mail.com,Piura,12-02-2020
945,CLIENTE 945,cliente945@mail.com,PIURA  ,2023-06-12
946,cliente 946  ,cliente946@mail.com,  Chiclayo,2022-03-27
947,cliente 947,cliente947@mail.com,  piura  ,10-31-2022
948,Cliente 948,cliente948@mail.com,IQUITOS,10-07-2022
949,Cliente 949  ,cliente949@mail.com,TACNA,07-12-2021
950,  Cliente 950  ,cliente950@mail.com,,2024/01/03 11:36:52
951,Cliente 951,cliente951@mail.com,  Cusco,2022-08-25
952,  Cliente 952  ,cliente952@mail.com,Trujillo,2021/08/06 18:48:04
953,CLIENTE 953,,  piura  ,N/A
954,cliente 954  ,cliente954@mail.com,Trujillo,2024-04-13
955,,cliente955@mail.com,cusco  ,07-07-2019
956,  cliente 956,cliente956@mail.com,  CUSCO,2024/03/09 01:22:31
957,  cliente 957,cliente957@mail.com,  trujillo,05/11/2019
958,CLIENTE 958  ,cliente958@mail.com,  LIMA  ,2020-10-07
959,  Cliente 959,cliente959@mail.com,Arequipa,04-27-2024
960,  Cliente 960  ,cliente960@mail.com,  chiclayo  ,10-17-2020
961,  Cliente 961,,  Lima,N/A
962,  Cliente 962,cliente962@mail.com,  LIMA,2024/08/13 21:05:29
963,  CLIENTE 963  ,cliente963@mail.com,Tacna  ,N/A
964,Cliente 964  ,cliente964@mail.com,  Chiclayo  ,02/05/2020
965,  Cliente 965,cliente965@mail.com,  chiclayo  ,15/01/2021
966,  Cliente 966,cliente966@mail.com,LIMA  ,N/A
967,cliente 967,cliente967@mail.com,  piura  ,2023-09-11
968,CLIENTE 968,cliente968@mail.com,tacna  ,2019-08-22
969,Cliente 969  ,cliente969@mail.com,  tacna  ,N/A
970,  Cliente 970,cliente970@mail.com,Cusco,N/A
971,  CLIENTE 971,cliente971@mail.com,Iquitos,2022-06-23
972,Cliente 972  ,cliente972@mail.com,,2022/10/31 15:59:26
973,Cliente 973,cliente973@mail.com,  lima,N/A
974,CLIENTE 974,cliente974@mail.com,  CUSCO,01-19-2024
975,CLIENTE 975,cliente975@mail.com,trujillo,2022/12/30 23:12:50
976,  cliente 976,cliente976@mail.com,Arequipa,N/A
977,cliente 977  ,cliente977@mail.com,  Iquitos,04-12-2019
978,cliente 978  ,cliente978@mail.com,Iquitos,12-20-2020
979,Cliente 979  ,cliente979@mail.com,  Iquitos,N/A
980,Cliente 980  ,cliente980@mail.com,tacna  ,N/A
981,cliente 981,cliente981@mail.com,  Trujillo,N/A
982,Cliente 982  ,cliente982@mail.com,iquitos,11-11-2022
983,  CLIENTE 983,cliente983@mail.com,  Trujillo  ,10/08/2019
984,  Cliente 984,cliente984@mail.com,PIURA,N/A
985,Cliente 985  ,cliente985@mail.com,IQUITOS,N/A
986,cliente 986  ,cliente986@mail.com,  AREQUIPA,2021/04/01 22:37:21
987,Cliente 987,cliente987@mail.com,trujillo  ,N/A
988,CLIENTE 988  ,cliente988@mail.com,Trujillo  ,2024/01/07 09:53:56
989,CLIENTE 989,cliente989@mail.com,Arequipa  ,2024/08/16 05:22:50
990,  cliente 990,cliente990@mail.com,  Iquitos  ,06/09/2020
991,Cliente 991  ,cliente991@mail.com,  AREQUIPA,N/A
992,Cliente 992  ,cliente992@mail.com,  Trujillo  ,23/12/2019
993,  Cliente 993  ,cliente993@mail.com,  AREQUIPA  ,08-19-2023
994,Cliente 994  ,cliente994@mail.com,Trujillo,29/11/2020
995,  Cliente 995,cliente995@mail.com,  Trujillo  ,2024-07-05
996,cliente 996  ,cliente996@mail.com,  piura,2020-04-07
997,  Cliente 997,cliente997@mail.com,  Lima,2021-04-05
998,CLIENTE 998,cliente998@mail.com,TRUJILLO,2020/03/17 21:54:22
999,CLIENTE 999  ,cliente999@mail.com,  iquitos,2019-08-10
1000,  CLIENTE 1000  ,cliente1000@mail.com,  CUSCO,05/07/2019
1001,CLIENTE 1001  ,cliente1001@mail.com,Tacna  ,N/A
1002,Cliente 1002,cliente1002@mail.com,Chiclayo,2021/08/13 17:11:56
1003,Cliente 1003  ,cliente1003@mail.com,lima,2024/01/23 17:41:56
1004,Cliente 1004,cliente1004@mail.com,  LIMA,2023-11-04
1005,  Cliente 1005,cliente1005@mail.com,  Lima,06-15-2021
1006,Cliente 1006  ,cliente1006@mail.com,  Piura  ,09-26-2022
1007,Cliente 1007  ,cliente1007@mail.com,  TRUJILLO,N/A
1008,  CLIENTE 1008,cliente1008@mail.com,  piura  ,27/12/2022
1009,cliente 1009,cliente1009@mail.com,trujillo,2024-11-09
1010,Cliente 1010,cliente1010@mail.com,  iquitos,02/08/2021
1011,  cliente 1011  ,cliente1011@mail.com,  piura  ,12-13-2024
1012,  CLIENTE 1012  ,cliente1012@mail.com,PIURA,06-04-2022
1013,Cliente 1013  ,cliente1013@mail.com,  Tacna  ,2021-04-25
1014,Cliente 1014,cliente1014@mail.com,  CUSCO,04-04-2023
1015,  cliente 1015,cliente1015@mail.com,  piura  ,08-05-2023
1016,cliente 1016  ,cliente1016@mail.com,  Tacna  ,N/A
1017,  cliente 1017,cliente1017@mail.com,  Arequipa  ,N/A
1018,  CLIENTE 1018,cliente1018@mail.com,Cusco  ,09-07-2019
1019,Cliente 1019,cliente1019@mail.com,Iquitos  ,2024-02-02
1020,  Cliente 1020,cliente1020@mail.com,  Piura,2019-05-04
1021,  cliente 1021,cliente1021@mail.com,  CHICLAYO  ,09-04-2022
1022,  CLIENTE 1022,cliente1022@mail.com,Lima,09-28-2021
1023,cliente 1023,cliente1023@mail.com,  Arequipa,2024/02/19 16:09:07
1024,  Cliente 1024,cliente1024@mail.com,  arequipa,N/A
1025,  CLIENTE 1025,cliente1025@mail.com,  iquitos,N/A
1026,  Cliente 1026  ,cliente1026@mail.com,  TACNA  ,2019-10-11
1027,CLIENTE 1027  ,cliente1027@mail.com,Arequipa,12/12/2020
1028,  Cliente 1028,cliente1028@mail.com,cusco,25/09/2024
1029,  cliente 1029  ,cliente1029@mail.com,Piura,11-23-2023
1030,  cliente 1030,cliente1030@mail.com,  piura  ,12-30-2023
1031,Cliente 1031  ,cliente1031@mail.com,CHICLAYO  ,2019/03/06 10:53:35
1032,Cliente 1032,cliente1032@mail.com,  IQUITOS  ,2024/09/19 16:56:53
1033,Cliente 1033,cliente1033@mail.com,Lima,2021-04-17
1034,cliente 1034  ,cliente1034@mail.com,  Tacna,26/11/2023
1035,,cliente1035@mail.com,  lima  ,2019/05/05 23:53:27
1036,cliente 1036,cliente1036@mail.com,arequipa,28/06/2020
1037,,cliente1037@mail.com,IQUITOS,2023/01/01 19:05:02
1038,  CLIENTE 1038,cliente1038@mail.com,CHICLAYO,N/A
1039,CLIENTE 1039,cliente1039@mail.com,  lima,07-17-2024
1040,CLIENTE 1040,cliente1040@mail.com,CUSCO,2022/10/05 23:00:50
1041,  cliente 1041,cliente1041@mail.com,  PIURA,2021/05/14 04:51:27
1042,Cliente 1042,cliente1042@mail.com,AREQUIPA,2020-07-17
1043,cliente 1043  ,cliente1043@mail.com,  chiclayo  ,N/A
1044,Cliente 1044  ,cliente1044@mail.com,Lima  ,09-16-2022
1045,  Cliente 1045  ,cliente1045@mail.com,  tacna  ,N/A
1046,cliente 1046,cliente1046@mail.com,  Cusco  ,03-08-2023
1047,  CLIENTE 1047,cliente1047@mail.com,  Cusco,N/A
1048,Cliente 1048  ,cliente1048@mail.com,Lima,N/A
1049,Cliente 1049  ,cliente1049@mail.com,Piura  ,2021-12-17
1050,  cliente 1050,cliente1050@mail.com,lima,22/06/2022
1051,  CLIENTE 1051,cliente1051@mail.com,Arequipa  ,N/A
1052,  Cliente 1052  ,cliente1052@mail.com,lima,09-24-2021
1053,Cliente 1053,cliente1053@mail.com,CUSCO  ,09-13-2024
1054,,cliente1054@mail.com,Chiclayo  ,2019-11-21
1055,  CLIENTE 1055,cliente1055@mail.com,  Lima,14/05/2020
1056,Cliente 1056,cliente1056@mail.com,  Piura,10-21-2021
1057,  Cliente 1057,cliente1057@mail.com,Iquitos  ,2022-07-02
1058,Cliente 1058,cliente1058@mail.com,CHICLAYO  ,11-25-2024
1059,Cliente 1059,cliente1059@mail.com,TACNA,2023/03/20 08:50:53
1060,Cliente 1060,cliente1059mail.com,  trujillo,N/A
1061,Cliente 1061,cliente1061@mail.com,  LIMA  ,20/08/2024
1062,  CLIENTE 1062,cliente1062@mail.com,piura,N/A
1063,  Cliente 1063,cliente1063@mail.com,Chiclayo  ,N/A
1064,cliente 1064,cliente1064@mail.com,piura,2019/04/25 00:20:11
1065,Cliente 1065  ,cliente1065@mail.com,Tacna,14/11/2022
1066,  Cliente 1066  ,cliente1066@mail.com,  CUSCO,N/A
1067,CLIENTE 1067,cliente1066mail.com,  Piura  ,2021-09-04
1068,CLIENTE 1068,cliente1068@mail.com,  Chiclayo,02-23-2021
1069,CLIENTE 1069,cliente1069@mail.com,Piura  ,10-01-2021
1070,cliente 1070  ,cliente1070@mail.com,PIURA  ,2019-12-27
1071,cliente 1071,cliente1071@mail.com,  Piura,06-09-2022
1072,CLIENTE 1072  ,cliente1072@mail.com,  arequipa,2023/05/18 19:04:39
1073,,,Arequipa,2019-01-04
1074,cliente 1074,cliente1074@mail.com,  Cusco,2024/08/05 06:42:44
1075,CLIENTE 1075,cliente1075@mail.com,lima  ,13/08/2023
1076,Cliente 1076  ,cliente1076@mail.com,piura  ,12-06-2022
1077,  cliente 1077,cliente1077@mail.com,tacna  ,2022/07/07 21:58:21
1078,  Cliente 1078,cliente1078@mail.com,Lima  ,06-18-2019
1079,CLIENTE 1079  ,   TEST@MAIL.COM  ,Tacna  ,05/08/2020
1080,  Cliente 1080,cliente1080@mail.com,  LIMA,N/A
1081,cliente 1081  ,cliente1081@mail.com,Cusco,01-29-2022
1082,cliente 1082,cliente1082@mail.com,PIURA  ,18/04/2024
1083,  Cliente 1083,cliente1083@mail.com,Piura  ,2023-03-29
1084,Cliente 1084  ,cliente1084@mail.com,  trujillo,04-27-2024
1085,Cliente 1085,cliente1085@mail.com,Tacna,2022-10-05
1086,CLIENTE 1086  ,cliente1086@mail.com,Lima  ,10/06/2019
1087,  Cliente 1087  ,cliente1087@mail.com,  lima,2020-09-24
1088,  CLIENTE 1088,cliente1088@mail.com,  IQUITOS  ,2021/04/09 17:09:23
1089,Cliente 1089,cliente1089@mail.com,  iquitos  ,N/A
1090,  Cliente 1090,cliente1090@mail.com,AREQUIPA,2020-02-12
1091,CLIENTE 1091,cliente1091@mail.com,Trujillo,2021/06/13 21:00:35
1092,  CLIENTE 1092  ,cliente1092@mail.com,Chiclayo  ,N/A
1093,  cliente 1093  ,cliente1093@mail.com,IQUITOS,09/12/2024
1094,CLIENTE 1094  ,cliente1094@mail.com,CHICLAYO,14/02/2023
1095,Cliente 1095  ,cliente1095@mail.com,AREQUIPA  ,01-13-2020
1096,Cliente 1096  ,cliente1096@mail.com,,2019/03/31 16:39:41
1097,Cliente 1097,cliente1097@mail.com,Arequipa,N/A
1098,Cliente 1098  ,cliente1098@mail.com,tacna  ,03-06-2024
1099,cliente 1099,cliente1099@mail.com,,01-13-2021
1100,CLIENTE 1100,cliente1100@mail.com,Cusco  ,07/05/2020
1101,CLIENTE 1101,cliente1101@mail.com,Cusco,2021-08-23
1102,Cliente 1102,cliente1102@mail.com,Arequipa  ,N/A
1103,Cliente 1103,cliente1103@mail.com,  TRUJILLO,12/02/2019
1104,cliente 1104,cliente1104@mail.com,Lima  ,12/09/2023
1105,CLIENTE 1105,cliente1105@mail.com,  Tacna,2022-06-21
1106,cliente 1106,cliente1106@mail.com,Trujillo,2019/10/17 14:10:55
1107,CLIENTE 1107,cliente1107@mail.com,Piura,2020/11/29 02:53:42
1108,Cliente 1108  ,cliente1108@mail.com,,N/A
1109,  CLIENTE 1109,cliente1109@mail.com,Tacna,2022-12-04
1110,  CLIENTE 1110,cliente1110@mail.com,  CUSCO  ,2019-12-31
1111,cliente 1111,cliente1111@mail.com,Lima  ,07-05-2024
1112,Cliente 1112,cliente1112@mail.com,lima  ,2020-04-23
1113,Cliente 1113  ,cliente1113@mail.com,iquitos  ,N/A
1114,Cliente 1114  ,cliente1114@mail.com,Chiclayo  ,2021-06-25
1115,  Cliente 1115  ,cliente1115@mail.com,  Chiclayo,05-01-2023
1116,  cliente 1116,cliente1116@mail.com,  CHICLAYO  ,2021/04/29 12:02:16
1117,CLIENTE 1117,cliente1117@mail.com,  Chiclayo  ,2022-07-14
1118,  Cliente 1118,cliente1118@mail.com,PIURA,2023-02-08
1119,CLIENTE 1119  ,cliente1119@mail.com,  Piura  ,N/A
1120,  Cliente 1120,cliente1120@mail.com,TACNA  ,01-27-2021
1121,,,arequipa,2022-11-20
1122,  Cliente 1122,cliente1122@mail.com,Cusco  ,N/A
1123,CLIENTE 1123  ,cliente1123@mail.com,Cusco  ,03-25-2020
1124,cliente 1124,cliente1124@mail.com,Chiclayo  ,06/04/2022
1125,  CLIENTE 1125,cliente1125@mail.com,TACNA,08-15-2020
1126,Cliente 1126,cliente1126@mail.com,Iquitos  ,06/02/2024
1127,Cliente 1127,cliente1127@mail.com,Trujillo  ,29/04/2023
1128,  Cliente 1128,cliente1128@mail.com,Arequipa,02-29-2020
1129,CLIENTE 1129,cliente1129@mail.com,tacna  ,08-05-2019
1130,Cliente 1130  ,cliente1130@mail.com,Arequipa  ,N/A
1131,  Cliente 1131  ,cliente1131@mail.com,  arequipa,07-13-2022
1132,Cliente 1132  ,cliente1132@mail.com,  Arequipa  ,2021/11/21 22:56:04
1133,cliente 1133,cliente1133@mail.com,  TACNA,2023-04-27
1134,,cliente1134@mail.com,chiclayo,04-10-2021
1135,  Cliente 1135,cliente1135@mail.com,  CUSCO,08/01/2019
1136,Cliente 1136,cliente1136@mail.com,Cusco,28/05/2021
1137,  Cliente 1137,cliente1137@mail.com,  Chiclayo,07-16-2021
1138,  cliente 1138  ,cliente1138@mail.com,AREQUIPA,2023-12-29
1139,  cliente 1139,cliente1139@mail.com,TRUJILLO,2023-12-07
1140,  cliente 1140,cliente1140@mail.com,LIMA,N/A
1141,  CLIENTE 1141,cliente1141@mail.com,  Tacna,N/A
1142,  CLIENTE 1142  ,cliente1142@mail.com,Lima,N/A
1143,  CLIENTE 1143  ,cliente1143@mail.com,  Iquitos,2022-10-19
1144,  Cliente 1144,cliente1144@mail.com,  CHICLAYO,01/08/2023
1145,CLIENTE 1145,cliente1145@mail.com,Trujillo,N/A
1146,  CLIENTE 1146,cliente1146@mail.com,TACNA  ,12-08-2021
1147,  Cliente 1147  ,cliente1147@mail.com,Chiclayo,N/A
1148,Cliente 1148,cliente1148@mail.com,Arequipa  ,09-11-2023
1149,cliente 1149,cliente1149@mail.com,  Cusco,08-16-2023
1150,cliente 1150,cliente1150@mail.com,  LIMA  ,17/03/2022
1151,CLIENTE 1151  ,cliente1151@mail.com,PIURA  ,11-15-2022
1152,CLIENTE 1152  ,cliente1152@mail.com,Piura,N/A
1153,Cliente 1153  ,cliente1153@mail.com,  TRUJILLO  ,09/08/2020
1154,cliente 1154  ,cliente1154@mail.com,AREQUIPA  ,07/12/2024
1155,CLIENTE 1155,cliente1155@mail.com,Iquitos,2021-01-11
1156,  Cliente 1156,cliente1156@mail.com,  Lima  ,11-12-2023
1157,Cliente 1157  ,cliente1157@mail.com,arequipa,N/A
1158,cliente 1158,cliente1158@mail.com,lima  ,12-26-2020
1159,  cliente 1159,cliente1159@mail.com,TRUJILLO,N/A
1160,Cliente 1160,cliente1160@mail.com,TRUJILLO,2019/05/16 14:34:42
1161,  CLIENTE 1161,cliente1161@mail.com,  IQUITOS  ,2021-09-15
1162,CLIENTE 1162,cliente1162@mail.com,  Piura  ,09/01/2023
1163,  Cliente 1163  ,cliente1163@mail.com,arequipa  ,2022-03-30
1164,cliente 1164  ,cliente1164@mail.com,  tacna  ,2022/04/14 12:07:05
1165,CLIENTE 1165,cliente1165@mail.com,PIURA  ,2024-08-24
1166,Cliente 1166,cliente1166@mail.com,Arequipa,2024-07-18
1167,  CLIENTE 1167  ,cliente1167@mail.com,PIURA  ,2020/04/17 13:47:40
1168,CLIENTE 1168,cliente1168@mail.com,Tacna,2023-03-19
1169,cliente 1169,cliente1169@mail.com,CUSCO,2019-04-26
1170,  Cliente 1170,cliente1170@mail.com,Cusco,2020/01/28 05:36:14
1171,CLIENTE 1171,cliente1171@mail.com,  Iquitos  ,2023/04/10 13:32:33
1172,  Cliente 1172,cliente1172@mail.com,  cusco  ,08/01/2024
1173,CLIENTE 1173  ,cliente1173@mail.com,Cusco,N/A
1174,  cliente 1174,cliente1174@mail.com,  chiclayo,N/A
1175,CLIENTE 1175  ,cliente1175@mail.com,  LIMA,2022/09/29 23:36:38
1176,CLIENTE 1176,cliente1176@mail.com,Chiclayo,N/A
1177,  Cliente 1177,cliente1177@mail.com,Chiclayo,06-23-2023
1178,Cliente 1178,cliente1178@mail.com,  Iquitos,11-20-2022
1179,  CLIENTE 1179  ,cliente1179@mail.com,Chiclayo,02-17-2019
1180,CLIENTE 1180  ,cliente1180@mail.com,  Cusco  ,23/03/2020
1181,  CLIENTE 1181,cliente1181@mail.com,Tacna,N/A
1182,Cliente 1182,cliente1182@mail.com,  iquitos,2024-07-27
1183,,cliente1183@mail.com,Iquitos,2020/04/24 14:00:24
1184,Cliente 1184  ,cliente1184@mail.com,Trujillo,N/A
1185,CLIENTE 1185  ,cliente1185@mail.com,Iquitos  ,29/12/2022
1186,Cliente 1186  ,cliente1186@mail.com,  trujillo,2021-04-03
1187,Cliente 1187,cliente1187@mail.com,Iquitos,2021/11/17 20:57:19
1188,  Cliente 1188  ,cliente1188@mail.com,lima  ,2024-04-20
1189,  cliente 1189,cliente1188mail.com,cusco,2024/11/22 03:47:55
1190,Cliente 1190,cliente1190@mail.com,  Iquitos,05-19-2022
1191,  cliente 1191,cliente1191@mail.com,  cusco,2024/07/11 23:19:59
1192,cliente 1192,cliente1192@mail.com,  CUSCO,2019/09/07 12:44:39
1193,Cliente 1193  ,cliente1193@mail.com,  Piura,17/10/2021
1194,  Cliente 1194  ,cliente1194@mail.com,  iquitos,26/09/2024
1195,Cliente 1195,cliente1195@mail.com,AREQUIPA,16/07/2023
1196,  Cliente 1196,cliente1196@mail.com,piura,N/A
1197,  Cliente 1197,cliente1197@mail.com,Arequipa,09-10-2021
1198,  CLIENTE 1198,cliente1198@mail.com,cusco,05-01-2024
1199,cliente 1199,cliente1199@mail.com,  CUSCO,2023/02/25 00:00:04
1200,Cliente 1200  ,cliente1199mail.com,piura  ,08/08/2023
1201,Cliente 1201  ,cliente1201@mail.com,piura,04-22-2019
1202,cliente 1202,cliente1202@mail.com,Arequipa,04-02-2024
1203,cliente 1203,cliente1203@mail.com,Trujillo  ,2019/08/01 13:49:14
1204,  Cliente 1204  ,cliente1204@mail.com,  Arequipa,2020/12/30 09:44:17
1205,  cliente 1205  ,cliente1205@mail.com,PIURA,2024-05-14
1206,cliente 1206,cliente1206@mail.com,tacna  ,2024-10-27
1207,Cliente 1207,cliente1207@mail.com,PIURA  ,2021/06/11 20:31:53
1208,  CLIENTE 1208  ,cliente1208@mail.com,TACNA  ,2020-12-07
1209,CLIENTE 1209,,Lima,10-08-2019
1210,Cliente 1210,cliente1210@mail.com,  piura,2022/09/10 07:15:28
1211,Cliente 1211,cliente1211@mail.com,  Lima,2019/11/02 20:27:04
1212,Cliente 1212,cliente1212@mail.com,  Trujillo,22/05/2024
1213,  Cliente 1213,cliente1213@mail.com,arequipa,12-26-2024
1214,CLIENTE 1214  ,cliente1214@mail.com,  Tacna,11-09-2019
1215,Cliente 1215  ,cliente1215@mail.com,Arequipa,N/A
1216,CLIENTE 1216,cliente1216@mail.com,Lima,N/A
1217,Cliente 1217  ,cliente1217@mail.com,Tacna,26/11/2024
1218,  Cliente 1218  ,cliente1218@mail.com,Arequipa  ,N/A
1219,cliente 1219,cliente1219@mail.com,  piura,2019-03-31
1220,cliente 1220  ,cliente1220@mail.com,CUSCO,2019/05/23 21:20:06
1221,  Cliente 1221  ,cliente1221@mail.com,Lima  ,2021-10-04
1222,  cliente 1222,cliente1222@mail.com,Arequipa  ,06-24-2019
1223,  Cliente 1223,cliente1223@mail.com,LIMA,N/A
1224,cliente 1224,cliente1224@mail.com,  CHICLAYO,2022-01-18
1225,  CLIENTE 1225  ,cliente1225@mail.com,  lima  ,03-10-2022
1226,  cliente 1226,cliente1226@mail.com,  TACNA,N/A
1227,  CLIENTE 1227  ,cliente1227@mail.com,Chiclayo  ,2020/03/28 06:28:14
1228,  CLIENTE 1228,cliente1228@mail.com,Iquitos,2021/01/28 16:40:49
1229,CLIENTE 1229,cliente1229@mail.com,TACNA,N/A
1230,  Cliente 1230,cliente1230@mail.com,CUSCO  ,2022/07/04 04:48:18
1231,Cliente 1231,cliente1231@mail.com,  CHICLAYO,25/10/2023
1232,Cliente 1232  ,cliente1232@mail.com,  Iquitos,N/A
1233,CLIENTE 1233  ,cliente1233@mail.com,,13/07/2020
1234,  Cliente 1234,cliente1234@mail.com,  Lima,N/A
1235,cliente 1235,cliente1235@mail.com,  Arequipa,27/06/2020
1236,CLIENTE 1236  ,cliente1236@mail.com,Trujillo,2019/09/03 08:18:24
1237,  CLIENTE 1237,cliente1237@mail.com,  Lima,2024/03/08 15:00:05
1238,  cliente 1238  ,cliente1238@mail.com,Iquitos,2022-04-03
1239,CLIENTE 1239,cliente1239@mail.com,Lima,04-09-2024
1240,  Cliente 1240  ,cliente1240@mail.com,  cusco  ,23/10/2024
1241,CLIENTE 1241,cliente1241@mail.com,Piura  ,N/A
1242,CLIENTE 1242  ,cliente1242@mail.com,Trujillo,2023/03/27 04:45:34
1243,,cliente1243@mail.com,CHICLAYO  ,2023/12/17 19:20:51
1244,Cliente 1244,cliente1244@mail.com,Chiclayo  ,N/A
1245,  CLIENTE 1245  ,cliente1245@mail.com,CHICLAYO  ,12-22-2020
1246,  cliente 1246,cliente1246@mail.com,  iquitos,N/A
1247,  cliente 1247,,  tacna,04/06/2024
1248,Cliente 1248,cliente1248@mail.com,Tacna,28/02/2021
1249,  Cliente 1249,cliente1249@mail.com,AREQUIPA,2022-11-28
1250,  cliente 1250  ,cliente1249mail.com,Trujillo,N/A
1251,  Cliente 1251  ,cliente1251@mail.com,Chiclayo,2024/09/02 19:14:52
1252,CLIENTE 1252,cliente1252@mail.com,tacna,2019-01-30
1253,Cliente 1253  ,cliente1253@mail.com,  Iquitos,N/A
1254,  Cliente 1254  ,cliente1254@mail.com,Arequipa,N/A
1255,cliente 1255,cliente1255@mail.com,Piura,2024/10/06 06:19:46
1256,  Cliente 1256,cliente1256@mail.com,Arequipa,08-26-2023
1257,  cliente 1257,cliente1257@mail.com,Tacna,N/A
1258,Cliente 1258  ,cliente1258@mail.com,CUSCO,2019-08-18
1259,  CLIENTE 1259  ,cliente1259@mail.com,iquitos  ,2022/10/04 09:45:35
1260,  Cliente 1260,cliente1260@mail.com,  Cusco  ,09/12/2021
1261,Cliente 1261,cliente1261@mail.com,  Chiclayo  ,12-31-2023
1262,cliente 1262,cliente1262@mail.com,  Cusco,2021/07/18 10:33:26
1263,Cliente 1263,cliente1263@mail.com,  Chiclayo,2024-06-08
1264,Cliente 1264  ,cliente1264@mail.com,CHICLAYO  ,N/A
1265,Cliente 1265  ,cliente1265@mail.com,  TACNA  ,2024-11-14
1266,Cliente 1266  ,cliente1265mail.com,Cusco  ,N/A
1267,  CLIENTE 1267,cliente1267@mail.com,CHICLAYO,2022/11/20 08:08:48
1268,  Cliente 1268  ,cliente1268@mail.com,  Trujillo,07-27-2021
1269,Cliente 1269,cliente1269@mail.com,  Piura,2020/09/10 22:41:45
1270,  Cliente 1270,cliente1270@mail.com,  AREQUIPA,2022-04-10
1271,  CLIENTE 1271,cliente1271@mail.com,  Arequipa,2023-02-10
1272,Cliente 1272,cliente1272@mail.com,  Tacna  ,28/11/2019
1273,Cliente 1273,cliente1273@mail.com,  Cusco,06/01/2021
1274,  Cliente 1274,cliente1274@mail.com,  Cusco  ,N/A
1275,,cliente1275@mail.com,CHICLAYO,2023-11-12
1276,  Cliente 1276,cliente1276@mail.com,  Iquitos,20/01/2022
1277,  CLIENTE 1277,cliente1277@mail.com,lima  ,21/11/2023
1278,CLIENTE 1278  ,   TEST@MAIL.COM  ,  chiclayo,2021/07/08 05:50:39
1279,  Cliente 1279  ,cliente1279@mail.com,  piura,N/A
1280,cliente 1280,cliente1280@mail.com,Trujillo,07-06-2021
1281,  CLIENTE 1281,cliente1281@mail.com,Arequipa,2019/03/10 03:56:05
1282,  Cliente 1282  ,cliente1282@mail.com,Chiclayo  ,N/A
1283,  CLIENTE 1283,cliente1283@mail.com,lima,N/A
1284,Cliente 1284,cliente1284@mail.com,Lima  ,2021/05/02 18:44:27
1285,  Cliente 1285,cliente1285@mail.com,Chiclayo,26/01/2019
1286,CLIENTE 1286  ,cliente1286@mail.com,Tacna,25/10/2023
1287,  Cliente 1287,cliente1287@mail.com,Arequipa,10-31-2024
1288,  cliente 1288,cliente1288@mail.com,Tacna,06-02-2019
1289,CLIENTE 1289,cliente1289@mail.com,Trujillo  ,N/A
1290,cliente 1290,cliente1290@mail.com,  lima  ,03-24-2023
1291,  CLIENTE 1291,cliente1291@mail.com,  Lima  ,2021/06/08 04:10:57
1292,CLIENTE 1292,cliente1292@mail.com,  piura,12-15-2020
1293,  CLIENTE 1293,cliente1293@mail.com,trujillo,2024-03-01
1294,  CLIENTE 1294,cliente1294@mail.com,  Lima  ,N/A
1295,Cliente 1295  ,cliente1295@mail.com,Trujillo  ,2020-11-11
1296,  cliente 1296,cliente1296@mail.com,  Arequipa,N/A
1297,Cliente 1297,cliente1297@mail.com,CUSCO  ,N/A
1298,Cliente 1298  ,cliente1298@mail.com,  Lima,2024/04/13 01:00:03
1299,  Cliente 1299,cliente1299@mail.com,  Piura  ,17/02/2021
1300,cliente 1300  ,cliente1300@mail.com,  Arequipa,10-06-2024
1301,CLIENTE 1301,,  CHICLAYO,2024-08-10
1302,CLIENTE 1302  ,cliente1302@mail.com,TRUJILLO  ,10-16-2024
1303,  Cliente 1303,cliente1303@mail.com,Chiclayo,N/A
1304,cliente 1304  ,cliente1304@mail.com,,2024-05-05
1305,cliente 1305,cliente1305@mail.com,  arequipa,2019-10-29
1306,Cliente 1306,cliente1306@mail.com,  Chiclayo  ,N/A
1307,Cliente 1307,cliente1307@mail.com,iquitos,07-01-2024
1308,Cliente 1308,cliente1308@mail.com,Iquitos  ,2019-05-03
1309,Cliente 1309,cliente1309@mail.com,  Lima  ,08-17-2021
